Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"3,497,924","1,959,431","1,948,788","1,544,716","1,536,478","572,262,674","58,123,897","391,709,209","538,513,168","60,532,721","357,856,434","33,450,451","28,142,022","5,107,795","1,590.00","11,899.00",10.56,4.69,0.27,"Quý 1/2015
01/01-31/03
CKT/HN"
"4,199,340","2,743,049","1,250,427","949,399","944,898","548,511,389","47,658,555","384,837,316","516,190,107","47,565,280","339,135,418","32,069,640","28,142,022","3,607,119","1,450.00","11,408.00",0,2.98,0.17,"Quý 4/2014
01/10-31/12
CKT/HN"
"3,261,482","1,406,221","1,481,384","1,138,514","1,132,409","535,794,170","50,176,564","365,890,278","504,100,741","50,805,407","340,844,002","31,445,531","28,142,022","2,915,622","1,578.00","11,186.00",0,3.78,0.21,"Quý 3/2014
01/07-30/09
CKT/HN"
"3,529,380","1,747,704","1,125,459","860,291","856,679","521,539,996","47,881,057","357,483,608","492,797,529","44,905,861","335,448,862","28,527,744","24,429,611","3,753,975","1,582.00","12,397.00",0,3.05,0.17,"Quý 2/2014
01/04-30/06
CKT/HN"
"3,123,529","1,602,316","1,514,745","1,145,827","1,141,722","485,923,016","46,665,541","338,146,076","458,051,256","39,763,896","320,039,354","27,658,447","24,429,611","2,884,798","1,764.00","12,019.00",,4.22,0.24,"Quý 1/2014
01/01-31/03
CKT/HN"
"3,838,359","1,929,855","1,748,086","1,304,343","1,304,819","484,695,976","53,770,291","334,079,218","457,584,337","38,430,524","303,576,073","26,902,581","24,429,611","2,032,234","1,874.00","11,691.00",,4.93,0.28,"Quý 4/2013
01/10-31/12
CKT/HN"
"2,791,222","1,288,527","439,247","341,220","337,512","456,156,590","42,549,148","327,615,712","429,891,581","37,073,699","293,196,574","26,055,433","24,429,611","1,612,709","1,307.00","11,323.00",,1.34,0.07,"Quý 3/2013
01/07-30/09
CKT/HN"
"2,703,241","971,667","1,666,907","1,273,731","1,275,756","444,454,482","38,373,029","318,210,437","419,911,922","32,797,942","282,765,501","24,336,675","23,041,701","1,275,756","1,360.00","10,576.00",,4.96,0.30,"Quý 2/2013
01/04-30/06
CKT/HN"
"2,867,350","1,614,518","1,865,472","1,401,981","1,394,599","419,111,349","47,264,122","295,705,604","391,803,962","31,005,728","248,724,007","27,089,039","16,399,866","1,594,065","1,297.00","18,955.00",,5.42,0.34,"Quý 1/2013
01/01-31/03
CKT/HN"
"3,082,228","1,885,523","572,551","447,015","458,884","398,583,889","59,231,312","269,367,019","373,716,500","27,709,065","243,632,917","24,648,189","14,969,963","2,818,539",354.00,"19,037.00",,3.72,0.23,"Quý 4/2012
01/10-31/12
CKT/HN"
"2,093,092","1,169,076","936,447","718,439","718,439",,,,,,,,,,0,0,,0,0,"Quý 3/2012
01/07-30/09
CKT/HN"
"1,969,039","676,914","1,443,340","1,095,211","1,095,211","295,195,682","32,624,267","209,532,410","272,772,970","23,381,719","190,381,474","22,422,712","16,009,449","1,925,403",777.00,"15,911.00",,5.47,0.37,"Quý 2/2012
01/04-30/06
CKT/HN"
"2,093,092","1,169,076","936,447","718,439","718,439",,,,,,,,,,0,0,,0,0,"Quý 1/2012
01/01-31/03
CKT/HN"
"1,969,039","676,914","1,443,340","1,095,211","1,095,211","295,195,682","32,624,267","209,532,410","272,772,970","23,381,719","190,381,474","22,422,712","16,009,449","1,925,403",777.00,"15,911.00",,5.47,0.37,"Quý 3/2011
01/07-30/09
CKT/HN"
"1,188,810","478,676","1,031,338","793,391","793,391",,,,,,,,,,0,0,,0,0,"Quý 3/2010
01/07-30/09
CKT/HN"
"688,859","240,537","806,756","583,864","583,864","125,327,003","16,784,978","84,008,618","118,399,041","17,115,448","88,193,260","6,927,962","4,634,134","641,771","1,470.00","17,446.00",,8.68,0.47,"Quý 1/2010
01/01-31/03
CKT/HN"
,,,,,,,,,,,,,,,,,,,"Quý 3/2010
01/07-30/09
CKT/HN"
,,,,,,,,,,,,,,,,,,,"Quý 1/2010
01/01-31/03
CKT/HN"
,,,,,,,,,,,,,,,,,,,"Quý 1/2009
01/01-31/03
CKT/HN"
,,,,,,,,,,,,,,,,,,,"Quý 1/2006
01/01-31/03
CKT/ĐL"
