Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"348,335",,"348,335","298,434","298,434","110,665,578","28,539,669","36,497,471","103,319,229","5,617,304","64,044,505","7,346,349","2,630,060","1,204,301","6,815.00","27,932.00",7.48,4.15,0.28,"Quý 3/2008
01/07-30/09
CKT/CTM"
"527,821",,"527,821","456,146","456,146","103,058,635","21,437,562","42,003,545","96,020,039","6,258,539","60,940,817","7,038,597","2,630,060","905,867","7,173.00","26,762.00",6.68,6.66,0.45,"Quý 2/2008
01/04-30/06
CKT/CTM"
"555,703","272,734","512,843","438,464","438,464","99,408,590","31,419,364","40,449,402","92,745,582","2,812,413","61,957,749","6,663,008","2,630,060","449,724","8,308.00","25,334.00",11.11,6.79,0.47,"Quý 1/2008
01/01-31/03
CKT/HN"
"368,655","241,926","617,529","581,787","581,787","87,148,909","28,611,690","31,301,156","79,215,243","7,456,242","55,855,179","7,933,666","2,630,181","1,776,655","9,492.00","30,165.00",17.28,9.33,0.74,"Quý 4/2007
01/10-31/12
CKT/CTM"
"318,431","190,918","372,911","372,911","372,911","71,126,236","17,482,081","25,147,580","66,581,942","7,440,709","47,867,341","4,544,295","2,530,227","1,194,869","7,631.00","17,961.00",20.18,8.55,0.58,"Quý 3/2007
01/07-30/09
CKT/CTM"
"310,092","170,582","467,067","436,381","436,381","58,377,920","37,270,135",0,"54,198,021","881,893",0,"4,179,899","2,539,209","821,958","7,235.00","37,997.00",17.44,14.09,0.80,"Quý 2/2007
01/04-30/06
CKT/CTM"
"368,655","241,926","617,529","581,787","581,787","87,148,909","28,611,690","31,301,156","79,215,243","7,456,242","55,855,179","7,933,666","2,630,181","1,776,655","9,492.00","30,165.00",17.28,9.33,0.74,"Quý 4/2007
01/10-31/12
CKT/CTM"
"318,431","190,918","372,911","372,911","372,911","71,126,236","17,482,081","25,147,580","66,581,942","7,440,709","47,867,341","4,544,295","2,530,227","1,194,869","7,631.00","17,961.00",20.18,8.55,0.58,"Quý 3/2007
01/07-30/09
CKT/CTM"
"310,092","170,582","467,067","436,381","436,381","58,377,920","37,270,135",0,"54,198,021","881,893",0,"4,179,899","2,539,209","821,958","7,235.00","37,997.00",17.44,14.09,0.80,"Quý 2/2007
01/04-30/06
CKT/CTM"
"239,993","152,536","413,029","359,521","359,521","50,355,854","32,949,654",0,"48,343,524","1,931,421",0,"2,012,330","1,103,023","420,167","3,268.00","18,293.00",76.49,19.61,0.76,"Quý 1/2007
01/01-31/03
CKT/CTM"
