Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"4,461,426","1,250,483","1,431,106","1,145,341","1,145,341","458,348,937","44,951,592","327,583,157","431,364,921","71,042,766","310,924,011","26,984,016","19,356,944","5,429,325","2,183.00","14,014.00",13.15,4.36,0.26,"Quý 2/2022
01/04-30/06
CKT/HN"
"2,225,849","890,605","1,664,050","1,330,095","1,330,095","418,407,609","31,010,315","307,233,534","392,795,260","47,839,009","300,654,398","25,612,349","17,606,547","5,810,529","2,013.00","14,631.00",12.76,5.36,0.32,"Quý 1/2022
01/01-31/03
CKT/HN"
"3,312,612","1,212,003","805,312","642,423","642,423","412,918,017","31,252,851","302,009,527","388,524,874","38,468,091","303,631,883","24,393,143","17,654,787","4,916,125","1,704.00","13,897.00",9.98,2.66,0.16,"Quý 4/2021
01/10-31/12
CKT/HN"
"2,530,372","1,157,726","947,129","757,336","757,336","401,926,236","27,335,300","288,117,727","378,050,146","34,947,896","296,517,196","23,876,090","17,654,787","4,392,799","1,877.00","13,602.00",8.21,3.23,0.19,"Quý 3/2021
01/07-30/09
CKT/HN"
"2,319,338","881,396","918,197","743,189","743,189","391,409,818","39,439,734","283,694,092","368,331,727","43,508,583","279,503,609","23,078,091","17,654,787","3,599,964","1,929.00","13,147.00",6.74,3.52,0.20,"Quý 2/2021
01/04-30/06
CKT/HN"
"1,684,058","1,070,706","779,499","614,374","614,374","368,981,764","25,361,596","279,029,514","349,777,399","47,482,831","262,539,921","19,204,365","14,646,987","2,752,308","2,014.00","13,203.00",6.06,3.26,0.17,"Quý 1/2021
01/01-31/03
CKT/HN"
"2,481,760","1,285,847","815,140","650,689","650,689","365,643,130","33,711,348","262,075,280","346,933,351","48,524,898","259,351,020","18,709,779","14,647,138","2,587,321","2,034.00","15,551.00",3.20,3.53,0.18,"Quý 4/2020
01/10-31/12
CKT/HN"
"2,254,814","1,023,122","700,831","559,648","559,648","357,238,825","26,962,037","249,482,533","339,036,003","51,237,822","246,239,514","18,202,822","12,132,617","4,538,080","1,904.00","15,130.00",3.47,3.12,0.16,"Quý 3/2020
01/07-30/09
CKT/HN"
"1,742,080","791,982","817,649","642,158","642,158","341,914,219","23,187,104","236,770,194","324,287,052","43,748,809","244,466,343","17,627,167","12,132,617","3,974,295","1,670.00","14,651.00",4.07,3.70,0.19,"Quý 2/2020
01/04-30/06
CKT/HN"
"1,352,782","799,188","743,571","594,366","594,366","333,105,683","23,632,208","223,012,161","316,039,859","53,373,575","232,940,151","17,065,824","12,132,617","3,480,977","1,496.00","14,185.00",5.01,3.56,0.18,"Quý 1/2020
01/01-31/03
CKT/HN"
"2,192,710","1,170,654","620,837","494,024","494,024","323,338,621","30,072,682","214,001,342","306,784,828","45,029,846","225,225,592","16,553,793","12,132,617","3,193,091","1,343.00","13,759.00",5.36,3.03,0.16,"Quý 4/2019
01/10-31/12
CKT/HN"
"1,174,231","696,540","348,201","278,661","278,661","299,697,687","32,308,152","194,009,452","283,643,684","39,814,016","219,406,083","16,054,003","12,132,617","2,698,948","1,354.00","13,344.00",6.72,1.75,0.09,"Quý 3/2019
01/07-30/09
CKT/HN"
"1,098,020","677,716","541,890","432,792","432,792","303,831,432","38,696,439","205,447,636","288,120,483","41,064,426","219,651,488","15,710,949","12,132,617","2,298,752","1,507.00","13,059.00",5.44,2.80,0.15,"Quý 2/2019
01/04-30/06
CKT/HN"
"1,073,024","625,518","502,857","402,285","402,285","286,904,619","30,818,086","199,623,984","271,702,376","36,593,374","208,444,041","15,202,243","12,132,617","1,828,899","1,506.00","12,636.00",8.56,2.69,0.14,"Quý 1/2019
01/01-31/03
CKT/HN"
